Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
3792.0,3,0,3,0,1,@JonJanke @Deadspin @jtrimbl3 You sound like you're pussy whooped. #freelikeabird
3793.0,3,1,2,0,1,"@JonJanke @jtrimbl3 You're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. Now sit your ass all the way down."
3794.0,3,0,0,3,2,@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.
3795.0,3,0,3,0,1,@JonnVercetti true but then again I'm my opinion a hoe is someone who goes and sleeps with everybody
3796.0,3,0,0,3,2,@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course
3797.0,3,0,3,0,1,@Jontel_20 &#128557; pussy
3798.0,3,0,3,0,1,@JoriBunni he talkin bout we wanna be human and I'm just like .... bitch whet?
3799.0,3,0,3,0,1,@JoseRvmirez I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait
3800.0,3,1,2,0,1,@JosesitoRiveraa fuck no faggot
3801.0,3,0,0,3,2,@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?
3802.0,3,0,0,3,2,"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!"
3803.0,3,0,0,3,2,"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping."
3804.0,3,1,2,0,1,@JuanDaMeskin you wouldn't last a day there hoe.
3805.0,3,0,3,0,1,"@JuanNDaCut @ShareA40Ounce she playin pussy hole bingo.
She drawing the next number"
3806.0,3,2,1,0,0,"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?"
3807.0,3,2,1,0,0,"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull"
3808.0,3,0,0,3,2,@JudgmentalNYer @eveisapisces it always looks so nice! I was gonna buy this yellow one
3809.0,3,0,3,0,1,@JuiceMan_LTF shut up pussy
3810.0,3,1,2,0,1,@Juice__2 faggot
3811.0,3,1,2,0,1,@Juice__2 i know bout yo wack ass dreads nigger
3812.0,3,1,2,0,1,@Juice__2 nah you're a nigger
3813.0,3,0,3,0,1,@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.
3814.0,6,0,6,0,1,@Juicy_james01 ain't no love 4 these hoes
3815.0,3,0,3,0,1,@JukeJuke_9 shit he prolly is other than that everybody else trash
3816.0,3,1,2,0,1,@JulesDanesy Cowboys fans are cunts? Stop the presses!
3817.0,3,1,2,0,1,@JuliaDBrock Are we still talking about animals? I know some Asian folks that would love to see how you prepare your pussy before eating it.
3818.0,3,0,3,0,1,@JuliaDBrock I'm not a bitch. Take it back.
3819.0,3,0,3,0,1,@Julian_jval I totally think the something when bitches come across mine saying we are similar. Uh no &#9995;
3820.0,3,0,3,0,1,@Juliet_Munguia bitch merry Christmas
3821.0,3,0,3,0,1,@JunDishes amen little mama. y does this old southern country bitch like you so much I don't know. but I do!
3822.0,3,1,2,0,1,@JunDishes block or mute the cunt
3823.0,3,0,0,3,2,"@JunDishes elissa would call me trash, vile, etc.!"
3824.0,3,0,0,3,2,"@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good"
3825.0,3,1,2,0,1,@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!
3826.0,3,0,3,0,1,"@JunDishes thank god I'm just an "" old redneck bitch"" from Memphis ,Tn. And not a troll"
3827.0,3,2,1,0,0,@JungleFeverFren fuck u nigger
3828.0,3,0,3,0,1,@JuniorMaye8 jus exsposin hoes on a whole different level &#128557;&#128514;
3829.0,3,0,3,0,1,"@JusDahl I want some.....I'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub"
3830.0,3,0,3,0,1,"@JusDahl bitch, wake up!"
3831.0,3,0,2,1,1,"@JusDahl gross, ill stick with my galaxy, it will still receive those nips"
3832.0,3,0,3,0,1,@JusDahl not nappy head hoe though &#128514;&#128514;
3833.0,3,0,3,0,1,@Juss_Vinny @kkarleigh if he wants bitches tip toein on his marble floors he will &#128521;
3834.0,3,1,2,0,1,@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living
3835.0,3,0,1,2,2,@JustDoItSlow &#128530;FOREVER 21 hoes
3836.0,3,0,3,0,1,@JustDoItSlow on sale ass hoes
3837.0,3,0,3,0,1,@JustDoIt_Rob big titty bitch lmao fuck it good party
3838.0,3,1,2,0,1,"@JustFemaIe @CheatingAdvice 
Where the fuck were you this summer bitch?"
3839.0,3,0,3,0,1,@JustKarahn bye hoe
3840.0,3,0,3,0,1,@JustKarahn dnt use my shit against me hoe
3841.0,3,0,3,0,1,@JustKarahn negro please
3842.0,3,0,2,1,1,@JustKarahn yes u hoe
3843.0,3,0,0,3,2,@JustTooMuchCake Lmao. it bel ike that nowadays
3844.0,3,1,2,0,1,@JustWordsx dont favorite me you faggot
3845.0,3,0,3,0,1,"@Just_this_time we need more opinionated bitches.

#MOAR"
3846.0,3,1,2,0,1,@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag
3847.0,3,1,2,0,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...
3848.0,3,0,3,0,1,@KASSIGOD drinking away this stress. you got some new hoes for us?
3849.0,3,1,2,0,1,"@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker."
3850.0,3,0,2,1,1,@KEIRRANicolee I didn't know you was following me hoe &#128514;
3851.0,3,0,0,3,2,"@KHShan @VictorB123 Oh but those last few that did.. Charlie, Wilma, Jeanne..."
3852.0,3,0,2,1,1,@KILLDion @h_christianne politics isn't twitter coon lol
3853.0,3,0,3,0,1,@KILLQuana choke on something hoe
3854.0,3,1,2,0,1,@KILLQuana lmao cunt
3855.0,3,0,3,0,1,@KINGDOMMINDED__ @_lostb0y fuck off my pussy boi bitch
3856.0,3,0,3,0,1,@KINGDOMMINDED__ @_lostb0y me bitch im tryna keep a clean track record the fuck bruh
3858.0,3,0,3,0,1,@KINSL3Y we dont love these hoes
3859.0,3,3,0,0,0,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson
3860.0,3,0,3,0,1,"@KR3TZ3R15 Idk is she's actually from there lol, we followed a band. But we met a few bainbridgians. This bitch had like 4 teeth I swear lol"
3861.0,3,1,2,0,1,@K_forKicKs &#128514;&#128514;&#128514;&#128514; im joked out bitch you stupid!
3862.0,3,0,3,0,1,@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man
3863.0,3,0,3,0,1,@K_forKicKs tf bitch you had brain surgery and aint tell me??!?
3864.0,3,0,3,0,1,@Kaaaat__ make that llama your bitch
3865.0,3,0,3,0,1,@Kaayyllee_ bitch. &#128530;
3866.0,3,0,3,0,1,"@KaileenRenee lets get a group together &amp; do something negro, I'm home"
3867.0,3,2,1,0,0,@KamRenee ugly nigger
3868.0,3,0,3,0,1,"@KamalShaqi @Kevinnnnn_05 it's funny how this page quoted my tweet about the term ""camel jockey"" bc I AM a fucking Arab you dumbass &#128529;"
3869.0,3,0,3,0,1,"@KassieHamilton @Ann_E_Lizabeth @erin_lehrer thanks kass I respect you. Not you Annie, you're a bitch."
3870.0,3,0,0,3,2,"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet"
3871.0,3,0,3,0,1,@KatieFraaancis bitch nigga
3872.0,3,0,3,0,1,@Katiebentel ily hoe cheer up pretti
3873.0,3,0,2,1,1,@Katieloukarl lol tell that hoe grow up ahaha
3874.0,3,0,3,0,1,@KayFLiii fuck bitches
3875.0,3,1,2,0,1,@KayciMalynn I know nigs
3876.0,3,0,3,0,1,"@KayciMalynn yo bitch, I miss you too."
3877.0,3,0,1,2,2,@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;
3878.0,3,0,3,0,1,@KazAtta @thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*
3879.0,6,1,5,0,1,@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch
3880.0,3,0,3,0,1,@KazAtta LOL this is why u my nig
3881.0,9,0,9,0,1,@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax
3882.0,3,0,3,0,1,"@KazAtta if yo girl let them in, she a hoe...she belong to the world, why u cuffing her"
3883.0,6,0,6,0,1,@KazAtta why is he stressin himself this nig can be livin lik meech before he went to prison
3884.0,6,2,4,0,1,@KazAtta your welcome my nig #salute
3885.0,3,1,2,0,1,@KebinBlodgett bitch your yuck
3886.0,3,2,1,0,0,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy"
3887.0,3,0,2,1,1,@KeenoKlutch im on that hoe now
3888.0,3,1,2,0,1,@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple
3889.0,3,0,0,3,2,"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins""."
3890.0,3,0,3,0,1,@KeiveeB shut up bitch it ainn complete witout Money Melle n it
3891.0,3,0,1,2,2,@KeiveeB yellow shirt hat turnt to da side
3892.0,3,0,0,3,2,"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins"
3893.0,3,0,3,0,1,@Kellinquinn please acknowledge my existence you amazing son of a bitch
3894.0,3,0,0,3,2,@KellyOsbourne do u still have ur blk. pom?
3895.0,3,0,3,0,1,@KelseyHison @JODYHiGHROLLER see bitch this is why you have no friends
3896.0,3,0,3,0,1,"@Kelseyyvirginia @caylanashlee look here bitch if i wanted to be gramatically correct, i would have"
3897.0,3,0,2,1,1,@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit
3898.0,3,0,2,1,1,"@KenSuttling @LesleySuttling Him as well, They like their fried chicken,esp the spear chuckers."
3899.0,3,0,0,3,2,@KenSuttling @amhistorymuseum @Yankees He now resides on the Mantle piece.
3900.0,3,0,0,3,2,@KenSuttling Certainlt not the paddies
3901.0,3,0,0,3,2,@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.
3902.0,3,0,2,1,1,"@KenSuttling Mr.Cox,the Chase me Charlie of his day.Bend over boy,while I conjugate your A**e"
3903.0,3,0,0,3,2,@KenSuttling Not taking Franks advice and he ate the yellow snow.
3905.0,3,0,3,0,1,@KenSuttling That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.
3906.0,3,0,0,3,2,@KenSuttling The spear chuckers are flooding into Upton Park.
3907.0,3,0,0,3,2,@KenSuttling Yankees beat then in the Grapefruit league the other day.
3908.0,3,0,0,3,2,"@KenSuttling Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
3909.0,3,0,0,3,2,"@KenSuttling You remember,it used to be funny coloured paper."
3910.0,3,2,0,1,0,"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day"
3911.0,3,0,3,0,1,"@Kendracae ""bitches ain't shit but hoes with tricks"""
3912.0,3,0,3,0,1,@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot
3913.0,3,0,3,0,1,@Kenny__Wright @itsfrankybitch @Amber_Nicole_21 @Kush_Boy420 @yoPapi_chulo you cant call someone a fag if you're snuggling up with guys
3914.0,3,2,1,0,0,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot
3915.0,3,0,3,0,1,@Kenny__Wright @sincerelyayla faggot
3916.0,3,0,3,0,1,"@Kenny__Wright @yoPapi_chulo @Kush_Boy420 ""the stupidest bitch"" brb crying he called me stupid"
3917.0,3,0,2,1,1,"@KenoBino Ohh Mr I'm all tough cause I live in a retarded city thinks he's cool. People like you should be shoveling my snow, broke bum."
3919.0,3,0,3,0,1,@Kevhoeee916 apply to thunder valley bitch
3920.0,3,0,3,0,1,@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please
3921.0,3,0,3,0,1,@KevinKevmooney @LEllerbe when bet now i make sure that bitch is not involved that's 1 thing floyd and pac can agree on she screwed em both
3922.0,3,0,0,3,2,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
3923.0,3,0,3,0,1,@KevinTheGee finished the essay and the quiz bitch
3924.0,3,0,3,0,1,@KevinTheGee ok I just wanted to know bitch at 5:20 if you're not here I'm out
3925.0,3,2,1,0,0,@Kevin_McAdams Because Ian's retarded
3926.0,3,0,3,0,1,@KeyshawnSwag lol nigga them look like a combo of trash in your house &amp; trash at the dump
3927.0,3,0,3,0,1,@KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here &#128514;
3928.0,3,0,3,0,1,@KeyshawnSwag the bad bitch with them ugly ass nikes
3929.0,3,1,2,0,1,@KiKi_That_Seven Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :)
3930.0,3,0,3,0,1,@KiaraSmallzz lmaoo &#128514;&#128149;I think I want this bitch YA me tiene cansada but thanks &#128536;wait hold up ... Who u fighting &#128563;
3931.0,3,1,2,0,1,@KilaurenK u stupid fuk head bitch
3932.0,3,0,2,1,1,@KimW16 and the plastic surgery of a tranny.
3933.0,3,0,3,0,1,@KimW16 quit being a baby & hit that patchouli pussy!
3934.0,3,0,2,1,1,@KimW16 so she's retarded?
3935.0,3,0,3,0,1,@KimberlyyAye @Leslieeeixta I think I did my job here! Toodles to you bitches &#9996;&#65039;
3936.0,3,0,3,0,1,@KimberlyyAye speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else &#128530; &#128587;&#128064;&#128073;&#128590; icu
3937.0,3,0,0,3,2,@KingCuh @TEE_JONEZ io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!
3938.0,3,1,2,0,1,@KingEgo if I can get this bitch to go --&gt;&gt; @Wisdom_Stature
3939.0,3,0,3,0,1,@KingHorseDick bitch you know the lingo hoe lol
3940.0,3,0,3,0,1,@KingHorseDick lol toughen up pussy
3941.0,3,0,3,0,1,@KingHorseDick that hoe skilled
3942.0,3,0,2,1,1,@KingHorseDick we gotta find this hoe
3943.0,3,0,0,3,2,@KingHov1313 @Pr3ttyN33 song trash....
3944.0,3,0,3,0,1,"@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes"
3945.0,3,2,0,1,0,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week...."
3946.0,3,1,2,0,1,@KingJames is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy
3947.0,3,1,2,0,1,@KingLiibax r u a faggot?
3948.0,3,0,3,0,1,@KingLister10 @Sweet_Loveeee @_ItsCheese that shit chunky lol
3949.0,3,0,0,3,2,"@KingLuger carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca"
3950.0,3,1,2,0,1,@KingUlyssesIV @truebake psh if a (sexy) bitch gotta sexy voice she can easily get shit goin
3951.0,3,0,3,0,1,@King_4_Murphy pussy
3952.0,3,0,3,0,1,@King_4_Murphy stop being a pussy.
3953.0,3,0,3,0,1,@King_Albert21 @Ceto_13 ha ha look what this fag said lol
3954.0,3,2,1,0,0,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol
3955.0,3,0,2,1,1,@KingsleeyNYC yep lmao. Its been a hectic few weeks. Waddup ho
3957.0,3,0,0,3,2,@KodyMark1 go Yankees
3958.0,3,1,2,0,1,@KodyMark1 hahahh thank you fag boy! #represent
3959.0,3,0,3,0,1,@KoiyaThePerv exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya
3960.0,3,1,2,0,1,"@KoolQueef 
Inch that bitch out and flick it wit my tongue like a damn pinada"
3961.0,3,1,2,0,1,@Korrect973 don't pay dem bitches and they dirty ass chucks no mind bro
3962.0,3,0,3,0,1,"@KoryKisling we gotta get like 20 heads to go. Everyone brings tree, some bring food, bitches, and liquor of course."
3963.0,3,0,0,3,2,"@Krbfarms @Cornfrmr Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie"
3964.0,3,0,0,3,2,"@Krbfarms @Cornfrmr I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!"
3965.0,3,0,3,0,1,@Kristenbitess is having a birthday so make sure you tell that bitch be happy. &#128526;&#128522; &#127881; &amp; celebrate without drugs &#128683;
3966.0,3,0,0,3,2,@KristynEdwards why were there penguins and a bird in the puppy bowl???
3967.0,3,0,3,0,1,@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.
3968.0,3,0,3,0,1,@KtKasey nooo I am....lmfao and don't bitch me ya bitch
3969.0,3,0,0,3,2,@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;
3970.0,3,0,3,0,1,@KuntIMKeesh lmao...nigga talking like he bag bitches
3971.0,6,4,2,0,0,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri"
3972.0,3,0,1,2,2,@KurtBusiek well pee is oft yellow.
3973.0,3,0,3,0,1,@Kvrmaa_Trill @StudyFN @VLzed says the scrawny nigger.
3974.0,3,0,3,0,1,@KxRxSxB @SamRomero95 prairie nigger
3976.0,3,0,3,0,1,@KxRxSxB haha alright well you gotta get here and see this bitch haha you'll scare the shit outta him I already have
3977.0,3,0,3,0,1,@KxRxSxB haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear -_-
3978.0,6,0,6,0,1,@KyleReinders bitch
3980.0,3,0,3,0,1,@Kyle_Monahan Fuck you bitch
3981.0,6,0,6,0,1,@L0SERNIGGA @HotNiggaDarius all bitches all day all the time
3982.0,7,6,1,0,0,@L1LTR4P fucking losers wetbacks #SorryNotSorry
3983.0,3,0,3,0,1,@L20music @SALUTEmyRainbow @iHeartMe_LOTS ; My ass just won't be on that hoe!
3984.0,3,0,0,3,2,@LCisTJ ; so you about to purpose to Charlie?
3985.0,3,1,2,0,1,"@LILBTHEBASEDGOD ""I'm a dirty ass nigga with a clean dick. Fucked a bitch in her ass then she sucked my dick."" omg Lil B we aren't ready."
3986.0,3,0,1,2,2,"@LILNTHEBASEDGOD her face ugly to me, &amp; her nudes were trash."
3987.0,3,0,2,1,1,@LLTJae @kolbyXdelce this hoe &#128293;&#128293;
3989.0,3,0,1,2,2,@LaBugg09 &#128514;&#128514; my fault it sound like it fucc nicca
3990.0,3,0,3,0,1,@LaIndieKid @tneut10 @riwhey_000 what you say bitch? #selfiesONselfies http://t.co/FcMlVtIGbL
3991.0,3,0,3,0,1,"@LadyVodkax bare it bitch.
See what I did there"
3992.0,6,0,6,0,1,@LadyVodkax keep them around so new bitches know they could be the next ex if they dont stay in line.
3993.0,6,0,6,0,1,@LadyVodkax we're talking about fucking you right in the pussy
3994.0,3,0,3,0,1,@LadyVodkax yer dirty pussy
3995.0,3,1,2,0,1,@LameAssNerd do it pussy
3996.0,3,0,3,0,1,"@LampreyMilt @DelSchilling @BertLoch No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada."
3997.0,3,0,1,2,2,@LanceTHESPOKEN Statement of the Day: Ppl who RT @ChiefsatWar are even dumber than he is. The ole birds of a feather type of deal.
3998.0,6,0,0,6,2,"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!"
3999.0,3,0,0,3,2,@LandonVanBus Charlie Day?
4000.0,3,0,3,0,1,@LaneBelgarde @A7XDemery you Sick bitch didnt even invite me
4001.0,3,0,3,0,1,@LaneBelgarde shut up bitch
4002.0,3,1,2,0,1,"@Latrobemark niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch"
4003.0,3,1,2,0,1,@LaurenJauregui so your a dumb bitch?
4004.0,3,1,2,0,1,@LaurenJauregui ur so anal stfu for once u bitch
4005.0,3,0,3,0,1,@Laurenlablue11 basically we ain't got room for basic bitches.
4006.0,3,0,3,0,1,@LeBronVuitton ha.. she got them bitches worked on
4007.0,3,0,3,0,1,@LeLittleLisa bitch I know you seen me tweet bout you
4008.0,3,0,3,0,1,@LeMochaMojito bitch bye.
4009.0,6,1,5,0,1,@LeMochaMojito bitch who is you?
4010.0,6,0,6,0,1,@Leelucas_ &#128514;&#128514;&#128514;&#128128;&#128128; alright nah bitch you want play on Twitter.
4011.0,3,0,3,0,1,@Leelucas_ &amp; you got cancer hoe
4012.0,3,0,3,0,1,@Leelucas_ @prettykells bitch you didn't feed me. You asked my to buy you a burger &#128514;&#128514;&#128128;
4013.0,3,1,2,0,1,@Leelucas_ bitch nobody want you
4014.0,3,0,3,0,1,@Leelucas_ bitch that's why I'm bouta go to waffle
4015.0,3,0,3,0,1,@Leelucas_ bitch you not coming http://t.co/xdCuuSBa2F
4016.0,3,3,0,0,0,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.
4017.0,3,0,3,0,1,@LegoHeeadd I read that in his voice like a hoe&#128514;
4018.0,3,0,3,0,1,@LegsForDayyys fml both or half breed ex at the gym. Ugh
4019.0,3,0,3,0,1,@LeighKillian Nice pussy.
4020.0,3,2,1,0,0,@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?
4021.0,3,1,0,2,2,@LeonCountryBwoy your a big yute to be having slits in your brows my darg lol drop it out
4022.0,3,0,3,0,1,@Leslieeeixta @LettyGuerrero3 haha Noo bitch now! &#128071; stop playing games hoe! &#128517;&#128514;
4023.0,3,0,0,3,2,@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!
4024.0,3,0,3,0,1,@LessonswithKate - I'm jst fckn w/ you.&#128514; I've always wanted to jigg hella good too. we jst not wild enough to be in the circle cuz.&#128557;
4025.0,3,3,0,0,0,@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.
4026.0,3,3,0,0,0,@LexVan13 go back to nigeria faggot
4027.0,3,1,2,0,1,@LexiLanxon ratchet white trash
4028.0,3,0,3,0,1,@LexiLuckerSykes some white bitch on Facebook lol
4029.0,3,0,3,0,1,@LiamGeraldShone @AranNicolWHUFC @DSaend get a real hair cut faggot. I served my country in the Marines for 8 years. What have u done.
4030.0,3,0,3,0,1,@LiamGeraldShone @AranNicolWHUFC @DSaend ur a fucking half breed dog. Stop acting.
4031.0,3,0,3,0,1,@LickMyWhooooop @JustDoItSlow yall playful don't come dumb hoes
4033.0,3,0,0,3,2,@LifeAsKing I've only like about 3 pair..they're overpriced trash ..
4034.0,3,0,0,3,2,@LifeAsKing Naw... I'm trash... Keep ya pity hugs...&#128530;&#128133;
4035.0,3,0,2,1,1,@LikeWhatYouSEA booty wop sided as hell
4036.0,3,0,0,3,2,@LilBTheBiggsGod @Abbey_Kirkland two birds with one stone Biggs.
4038.0,3,0,3,0,1,@LilKev_J pussy
4039.0,3,0,0,3,2,"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack"
4040.0,3,1,2,0,1,@LilMrsSpiffy they bout to try and hoe you next
4041.0,3,0,3,0,1,@LilReese300 what are you doing up right now Tavares. Kickin my bitch to curb for being too dramatic again?
4042.0,3,0,3,0,1,"@LilTunechi reason for why he only rap about pussy... "" What am I supposed to talk about?"" smh 
How bout you make music that ain't NEGATIVE!"
4043.0,3,2,0,1,0,@Lil_A47 &#128514;&#128514;&#128514; you're a coon
4044.0,3,0,3,0,1,"@Lillian__Taylor I'm apparently the ""Good Luck Chuck"" of bitches. -.-"
4045.0,3,0,2,1,1,@LimitlessMudi @YoDeddyUgly Y'all both trash
4046.0,3,0,0,3,2,@Linnlondon1 I want some clams on the half shell :-) http://t.co/uFCAjNNQTZ
4047.0,3,0,0,3,2,"@LinzBella 
You date colored men?"
4048.0,3,0,3,0,1,@Lion_of_Gray @roodawg1971 @mrfayoh @khanye_s @sas2afoundation here's my opinion on the matter..... She's a cunt.
4049.0,3,0,2,1,1,"@LisaDeP Well, wouldn't coast YOU that much but I don't see you going bass fishing with a bunch of rich rednecks either."
4050.0,3,1,2,0,1,@Lissette__glz @joshmtz1199 you hoes ain't loyal &#128075;
4051.0,3,0,3,0,1,@ListsBlackTwit @iH8TvvitterHoes @Rosaalbae nigga caping for the bitch like we haven't all seen her nudes already.. What does he want tf
4052.0,3,0,3,0,1,@LittlGfunk &#128575;pussy whipped
4053.0,3,1,2,0,1,@LittleNamms @karon_avila She doin homework you jiggaboo. Let her be
4054.0,3,0,3,0,1,@LittleNamms Nigga what. 11-5 without a warm up and you traveled like a bitch
4055.0,3,0,2,1,1,@LittleNamms stick to the court hoe
4056.0,3,0,3,0,1,@LittlecBeadles bitch follow me
4057.0,3,0,3,0,1,"@Liveitupjersey @BellaaFoxx I hope so, the bitch was annoying! I think, she thought she was smart or something!"
4058.0,3,0,3,0,1,@Liveitupjersey @D_Cassandra_D @bad_boy_six LOL! That was a cyber bitch slap for sure!
4060.0,6,0,6,0,1,"@Liveitupjersey @ccass357 &lt;&lt; Where'd you go big mouth bitch?
Busy Choking on that Cock I told you to find?"
4061.0,3,0,0,3,2,"@Liveitupjersey @ccass357 don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE! 
Go back to watching BARNEY!"
4062.0,6,0,0,6,2,"@Liveitupjersey BWAHAAAA I just choked on an Oreo cookie!
I'M figuring, this may have something to do with it! http://t.co/62S7BgMYPX"
4063.0,3,0,3,0,1,"@Liveitupjersey Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY!
I'm concerned, WE have pussies &amp; psycho's!"
4064.0,6,0,6,0,1,"@Liveitupjersey yeah, I seen you tweet about bitch &amp; block. I used it...it fits!"
4065.0,6,2,4,0,1,"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!"
4066.0,3,0,3,0,1,@LlishaH LOL! It's an acronym for: that hoe over there.
4067.0,3,0,1,2,2,@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.
4068.0,3,0,3,0,1,@LoVeZanda so everybody knw I mis-spell shit &#128514;... ion proof read shit!!! let ah bitch call me dumb ima back dey ass up &#128526;
4069.0,3,2,1,0,0,"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers."
4070.0,3,0,2,1,1,@LobstrThinkTank but bitch nobody was wanting your ass. U assumed that cuz u let dogs run up in yo filth &amp; u think i want some of it...NOT!
4071.0,3,2,0,1,0,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards"
4072.0,3,0,3,0,1,"@LongLiveChris__ @Marvelcomicswag but S
HE got a pussy now which makes him a her. And she's bad. So.."
4073.0,3,0,3,0,1,@LongLiveChris__: Atlanta niggas* @NerdLifeThuggin: Bay niggas gotta chill. RT @LawTooRaw: I'm shitting on you hoes. http://t.co/XA5INg0sc6
4074.0,3,0,3,0,1,@Lord_Fernandooo stfu nigguh I've been reading the manga for the longest and you know that
4075.0,3,0,3,0,1,@LornaLovesMatt @delon03 @aaryneliza poor poor parker has nothing...without aaryn 2 bitch about no 1 would even know he was around a looser
4076.0,6,0,6,0,1,@LouieVRee @TehReelHov dat bitch a tampon
